group,ret_sec,rt,mz,intensity,H1,H2,H3a_rep1,H3a_rep2,H3a_rep3,H3b,H4_1,H4_2,H4_3,H5_rep1,H5_rep2,N_rep1,N_rep2,N_rep3,O1a,O1b,O2,O3_rep1,O3_rep2,O3_rep3,O4,P1a,P1b,P2a,P2b_rep1,P2b_rep2,P2b_rep3,P2c,P3,P4a,P4b,P5,P6,QC_rep1,QC_rep2,QC_rep3,QC_rep4,V1a,V1b,V2,V3,V5
M322_R856_3153,855.5050049,14.26,322.2138062,22489.89177,241476.1905,924423.0909,420244.1775,488383.3896,524487.3593,969829.8009,904286.6234,345964.5801,243894.3333,213293.7186,74789.9697,121231.3506,238242.2987,219269.013,254126.9134,480953.7576,69348.98701,448147.1732,574505.9091,519607.7879,293575.3983,42375.12987,13171.54978,29602.91775,38395.2684,21167.5368,32727.62771,431886.6883,133746.0519,224302.026,38003.7013,64941.95671,39482.96104,22489.89177,144212.5498,253387.0606,428142.7316,259577.368,208719.0433,467251.8745,227983.0519,586702.7056
M322_R1146_3155,1145.910889,19.1,322.2139587,0,0,0,0,0,0,49965.12554,0,0,0,0,0,0,0,0,0,0,0,0,12388.63203,13283.00433,0,0,0,0,0,0,0,17117.65368,0,0,0,0,0,0,0,0,0,0,0,29484.01299,0,0
M322_R640_3157,640.2766113,10.67,322.2241668,26553.65801,0,0,0,0,0,0,16505.18615,10732.97835,0,0,0,5815.307359,22453.329,38096.93506,53750.32468,37861.46753,7521.168831,0,0,0,0,38224.04762,0,0,0,0,0,0,7940.186147,87180.0303,32677.01732,87249.20346,0,26553.65801,9096.904762,13530.24242,12466.83983,8428.541126,6674.372294,0,86985.92641,10941.34632
M322_R890_3158,889.6498718,14.83,322.2460962,0,8201.735931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M322_R655_3159,654.7354431,10.91,322.2464101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15045.45022,0,0,0,0,0,0,0,0,0,0
M322_R948_3160,947.6632385,15.79,322.2760021,0,0,0,0,6541.415584,7350.316017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M322_R855_3161,854.7034912,14.25,322.2940369,0,0,17238.32468,0,6488.904762,7415.900433,14591.35931,0,0,0,0,0,0,0,0,0,0,0,0,7871.774892,7621.510823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5835.194805,0,8029.926407
M322_R855_3162,854.7156982,14.25,322.3588194,0,0,29191.61472,9419.861472,11155.54113,13062.85714,29917.05195,0,0,0,0,0,0,0,0,0,11109.08658,0,10400.07792,14187.25974,13051.37229,0,0,0,0,0,0,0,9338.800866,0,0,0,0,0,0,0,0,0,0,0,11166.69697,0,15246.50216
M322_R852_3163,852.4764404,14.21,322.4416215,0,0,11683.76623,0,0,0,13180.93074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M322_R852_3164,852.487915,14.21,322.4958801,0,0,15560.22944,0,0,0,16405.5368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R400_3165,400.4117126,6.67,322.9044733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6779.727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R451_3166,451.4945068,7.52,323.055542,0,0,0,17832.02165,23386.52381,22882.88312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34873.51515,0
M323_R502_3167,501.809906,8.36,323.0883484,0,0,0,0,0,0,0,0,0,0,0,0,0,6540.056277,10360.95238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R352_3169,351.6827698,5.86,323.1129379,0,12765.59307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R602_3171,602.1254578,10.04,323.1289872,0,0,0,58804.93074,70575.24242,71764.17749,0,0,0,0,0,0,0,8912.839827,11394.47186,0,0,0,0,0,0,0,0,0,7229.541126,0,0,0,0,0,0,0,0,0,0,0,6486.428571,6508.627706,6657.675325,0,0,17390.12554,25559.57576
M323_R522_3170,522.4147644,8.71,323.1294083,48438.54545,0,0,0,0,0,0,0,0,0,0,0,0,6312.952381,11277.39394,0,0,7878.112554,0,0,0,0,0,34870.60173,399686.6926,377720.6667,326633.1472,393095.0476,407082.0736,740946.5887,797586.7273,94162.64069,653205.0649,0,48438.54545,115379.8528,145733.987,136524.5455,0,0,0,0,0
M323_R406_3172,406.454361,6.77,323.1303683,0,0,0,0,7685.91342,7990.47619,0,0,0,0,0,0,0,0,0,0,0,0,10996.42857,11747.46753,10595.05195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R288_3174,287.6244202,4.79,323.1496277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6016.813853,10217.36364
M323_R481_3175,481.4417267,8.02,323.1536598,0,0,0,8433.285714,8614.121212,6231.701299,0,29373.87879,18823.49351,12361.83117,0,0,0,0,0,8565.17316,10606.41991,7759.194805,6897.74026,7153.238095,6313.268398,0,0,0,0,0,0,0,0,10130.94805,0,0,0,0,0,0,0,0,0,0,0,8908.549784,10322.2684
M323_R689_3173,688.8674927,11.48,323.1541842,16460.5671,31580.30736,9687.402597,46842.90909,49302.5671,57970.00433,63741.22944,0,0,0,66191.96104,21696.05195,0,0,0,26220.29004,171208.8139,174177.7013,94749.54978,93569.26407,100457.5974,81844.04329,22460.74459,12976.79654,54366.54545,87206.81385,53096.82251,73307.90043,25453.05628,33451.33333,26449.97403,0,23662.34199,30560.87013,16460.5671,41686.06494,49460.58442,52939.96104,69916.64935,58826.95671,63824.54545,75879.67532,91710.329
M323_R890_3176,889.7023621,14.83,323.155426,0,0,0,0,0,0,0,74417.25108,17321.90909,15090.29004,0,0,0,6834.385281,9343.307359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R679_3177,678.8082581,11.31,323.1715888,0,7433.021645,0,0,0,0,0,0,0,0,0,0,16740.21212,35614.60606,58743.09524,0,6255.138528,0,0,0,0,0,7334.329004,0,8725.199134,0,0,0,0,9181.917749,9879.627706,0,13604.42424,7130.212121,0,6928.883117,7088.774892,7334.424242,0,0,0,0,10752.25974
M323_R476_3178,476.3557129,7.94,323.1859122,0,0,8488.95671,0,6575.077922,6874.489177,0,69840.31169,41725.78788,31285.09524,0,0,0,8080.506494,6336.363636,0,8653.861472,0,0,0,0,0,0,0,0,10083.04329,0,8440.632035,0,0,0,0,0,5602.220779,0,0,7606.082251,7178.147186,6942.510823,7137.69697,0,0,26501.45455
M323_R378_3179,377.7908478,6.3,323.1864072,0,0,0,9582.78355,12131.21645,8888.831169,0,31435.39827,0,13187.28571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9426.974026,0,6967.277056,0,6370.116883,0,0,0,6790.151515,0,0,0,0,12156.58874,0,0,7474.030303,30248.32035
M323_R751_3180,751.2091064,12.52,323.1898837,25174.91775,114050.5498,10052.2987,36248.47619,166185.4286,40103.45022,48316.49784,36788.4329,30695.16883,21403.80519,643565.4459,262486.5281,22789.54113,52234.19048,72833.75758,46316.22944,100372.4762,24916.03463,38768.7316,36997.83983,32311.27706,24232.01732,30627.62338,15180.50649,15694.70996,22490.84848,86022.71861,21361.79654,11341.50216,28583.72727,38010.74026,12957.17749,40810.38961,21768.39827,25174.91775,53818.16017,58811.44156,52339.2684,87005.05195,12483.22944,24298.49784,10345.58874,39456.21212
M323_R1058_3181,1058.388062,17.64,323.2098127,0,0,0,0,0,0,5674.558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6351,0,0,0,0,0,0,0,0,0,0,0,6745.614719,0,0
M323_R1148_3182,1147.720947,19.13,323.2103645,0,0,0,0,0,0,14125.4329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9148.658009,0,0
M323_R856_3183,855.576355,14.26,323.2105408,6854.073593,78061.16883,347090.7749,133767.7532,159329.1126,173314.2165,377484.3333,353830.039,110472.7143,75752.7013,68337.14719,22481.91775,37410.07792,74154.80519,69684.47186,90769.92208,157381.2251,20831.85281,144105.0173,188411.7576,172994.1472,93670.2987,13083.98701,0,8978.662338,10574.41558,0,8864.636364,137770.7965,40534.80087,71438.42857,11297.74026,19576.12554,11866.47619,6854.073593,44835.43723,81182.74892,140599.8268,92565.49351,68521.84848,153060.1429,72811.14719,193738.3117
M323_R521_3185,520.7695923,8.68,323.220915,0,0,0,0,0,0,0,9003.181818,6119.502165,0,0,0,0,8914.151515,15041.69264,12539.97403,0,0,0,0,0,0,0,0,8237.194805,0,0,0,0,11769.41126,21369.69264,0,10645.69264,9395.030303,0,0,0,0,0,0,0,8732.112554,9965.974026
M323_R717_3184,716.9673462,11.95,323.222454,8036.939394,15188.8355,6736.073593,98324.64935,135951.4026,136845.5584,12944.65368,414835.0043,561118.5108,240933.7576,0,0,0,0,0,7341.285714,0,9408.718615,22924.33333,27379.09091,26329.93074,0,0,0,13072.96104,26218.64069,20977.73593,25281.14286,0,0,7147.536797,0,0,0,8036.939394,25638.69264,36424.04762,39671.06494,0,0,8491.510823,16141.77922,7355.385281
M323_R663_3186,663.3461609,11.06,323.2311369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11193.57576,50035.02597,0,0,0,0,0,7708.034632,0,0,0,0,0,0,0,17656.09524,0,18684,0,0,14108.59307,16809.03896,15202.96537,0,0,0,0,0
M323_R913_3187,912.6478882,15.21,323.2589111,0,113124.0476,9092.406926,16279.62338,23419.18182,23808.35065,40850.65368,58773.5671,14770.19048,13162.41558,26130.58009,8417.186147,6229.038961,17102.7013,27846.61905,0,11487.74459,18335.00866,6800.251082,11479.38528,12445.21212,7392.450216,9745.376623,0,10387.81385,17382.96104,14236.16883,17640.72294,10412.57143,7453.458874,18917.70563,0,31272.48052,0,0,7927.471861,8968.354978,13136.16017,20929.71429,14601.11255,33064.12554,6302.147186,8421.727273
M323_R1055_3188,1054.588013,17.58,323.2590181,0,6114.593074,0,0,0,0,12146.07792,0,0,0,0,0,0,9698.268398,9871.658009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21078.8658,0
M323_R765_3191,764.9152832,12.75,323.2696449,0,0,0,0,0,0,0,0,0,0,15651.16017,6924.670996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R942_3190,942.2520447,15.7,323.2709351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9452.757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R522_3189,522.4766235,8.71,323.2738647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.792208,21665.36364,24532.93939,0,17848.67965,0,0,0,0,0,0,0,0,0,0
M323_R1070_3193,1070.083679,17.83,323.3320453,0,0,0,0,0,0,19853.85281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R765_3192,764.6818237,12.74,323.3335256,0,0,0,0,0,0,0,0,0,0,36935.16017,17894.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R765_3195,764.6818237,12.74,323.4145203,0,0,0,0,0,0,0,0,0,0,12983.25974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M323_R764_3196,764.2194824,12.74,323.4713627,0,0,0,0,0,0,0,0,0,0,16831.78355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M324_R764_3197,764.2194824,12.74,323.5213318,0,0,0,0,0,0,0,0,0,0,8477.194805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M324_R522_3198,522.4766235,8.71,324.1323853,9180.852814,0,0,10577.04762,12430.18615,13137.58442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80137.83983,74584.09524,65229.67532,75815.67965,81120.84848,157473.8874,171454.8788,17988.06494,132276.987,0,9180.852814,21782.06926,27519.22078,26584.74459,0,0,0,0,0
M324_R687_3199,687.2371216,11.45,324.1565552,0,0,0,0,0,0,7651.619048,0,0,0,8673.186147,0,0,0,0,0,22244.55411,27114.08658,12917.70996,12390.74459,13355.24242,11036.55844,0,0,0,10903.31169,7127.233766,9439.207792,0,0,0,0,0,0,0,0,6131.471861,6393.735931,9058.354978,7752.727273,8483.935065,9277.722944,10383.84416
M324_R679_3201,678.9512329,11.32,324.1717173,0,0,0,0,0,0,0,0,0,0,0,0,0,6024.809524,9201.307359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M324_R451_3202,450.6837769,7.51,324.1885376,0,0,0,0,6570.060606,6976.5671,0,11481.95238,6996.766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6151.060606
M324_R765_3203,765.0745239,12.75,324.1929333,13681.90043,16391.12121,5795.008658,20554.43723,24648.85714,28752.47619,17807.16883,0,0,0,233281.2814,98865.36797,23564.37662,42380.01732,60934.08658,21734.69697,27279.10823,13672.61905,14022.82684,14737.58009,16218.57143,22064.62771,19322.19913,9664.766234,12631.09524,16426.51082,11796.75758,13744.18182,0,15063.80519,32262.70563,8513.419913,40787.51082,10652.70563,13681.90043,29920.58442,31670.57143,32400.90043,12229.59307,8100.926407,7186.181818,12439.61472,0
M324_R855_3204,854.9398499,14.25,324.2120458,0,7590.212121,37677.74459,14385.62771,16947.74026,18206.04329,39074.66234,31910.74026,12344.88312,8534.74026,7880.268398,0,0,8748.978355,8125.151515,10686.03896,17127.70563,0,15122.70996,20800,17857.93939,9902.649351,0,0,0,0,0,0,14987.30303,0,0,0,0,0,0,0,8618.467532,14885.70996,9721.112554,7582.731602,15884.51948,7730.242424,20660.42857
M324_R811_3206,810.9880371,13.52,324.2266229,0,0,0,8755.298701,10804.02597,11394.83983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10272.25974
M324_R716_3205,715.517334,11.93,324.2266235,0,6716.982684,0,16071.36364,23916.90476,24137.80087,0,77022.45455,104373.0433,42817.04329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6841.099567,0,0,0,0
M324_R918_3208,918.3241882,15.31,324.2627978,0,16313.66234,0,0,0,0,12755.84416,0,0,0,0,0,0,0,0,0,0,0,7222.632035,7853.692641,7199.398268,0,0,0,0,0,0,0,0,0,5915.415584,0,5969.904762,0,0,0,0,0,0,0,6756.160173,0,0
M325_R557_3209,557.4606323,9.29,324.9726563,0,0,0,0,0,0,0,0,0,0,0,0,0,12108.1645,12747.64502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R716_3210,715.6939697,11.93,325.014452,0,0,0,0,0,0,0,0,0,0,0,0,8303.164502,22176.58442,19833.97403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R649_3211,648.94104,10.82,325.0541077,0,0,0,0,0,0,0,0,0,0,0,0,7527.290043,12060.85281,9695.251082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R734_3212,733.7011719,12.23,325.0691151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16232.01299,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R310_3213,310.1178284,5.17,325.0828151,0,9911.099567,0,0,7362.056277,7461.411255,0,0,0,0,0,0,0,0,0,14950.37662,12340.46753,18414.4632,8183.121212,9605.393939,9400.835498,0,0,0,6959.506494,0,0,0,0,7496.437229,0,0,0,7520.796537,0,6679.930736,7320.458874,8461.735931,0,18262.90476,0,25989.71861,21103.31169
M325_R51_3214,50.74560547,0.85,325.0910587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7933.748918,8254.320346,9821.25974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R187_3215,187.1694489,3.12,325.092365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11501.25541,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R624_3216,624.0140991,10.4,325.102396,0,0,0,23064.70563,19610.95238,21736.54113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5828.792208,0
M325_R360_3217,359.7559662,6,325.1082289,0,0,0,0,0,0,0,52087.9697,24387.29004,14831.25108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20688.77056,15602.54545,19895.67965,0,0,0,0,0,0,0,0,0,0,0,0,0,8623.857143,37320.1645
M325_R536_3218,536.3908081,8.94,325.1083179,0,0,0,6570.632035,7816.385281,8614.324675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R52_3219,51.93967056,0.87,325.1278154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6821.74026,0,7406.471861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11414.68831,0
M325_R548_3220,548.2160339,9.14,325.1336038,0,0,0,0,6159.774892,6745.251082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R622_3221,622.3101807,10.37,325.1446838,107356.1385,55271.31602,6579.238095,980116.632,1046977.654,1104492.03,82740.03463,443806.8701,411578.8485,283917.1948,200796.6797,83340.54978,157149.0866,394880.355,555856.5325,40463.0303,51740.04329,6363.965368,8025.168831,8961.108225,9601.961039,31329.01299,17398.02165,71458,251064.4502,21977.09524,18057.60606,22364.83117,26213.7619,189970.0606,115884.3333,47583.67532,84004.95671,203160.2987,107356.1385,207236.8745,257861.2424,267826.4545,238530.0996,19113.88312,16417.43723,428744.5671,1160199.939
M325_R442_3222,442.3006897,7.37,325.1447449,9563.670996,11867.03896,0,12224.88312,14097.13853,15993.25108,13173.12121,24113.93939,15887.31602,11803.45022,36309.32035,13142.43723,0,7196.233766,10350.46753,7855.861472,37702.38095,33515.9697,29948.49784,32689.07359,33931.1039,12458.92208,7422.939394,6477.316017,37784.16883,32931.01732,25828.09524,33567.97835,8489.887446,15405.75325,7128.203463,0,5774.874459,18500.86147,9563.670996,23441.55844,28396.27706,27811.16883,194413.9913,81749.60606,26629.5671,32370.19913,102719.9697
M325_R893_3223,893.3564148,14.89,325.1531843,0,0,0,0,0,0,0,48396.32035,10677.25108,9825.805195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R343_3224,343.4786682,5.72,325.1658204,0,0,0,10483.41558,13635.18182,15163.86147,13006.26407,0,0,0,6553.597403,0,0,0,0,0,9331.04329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9702.34632,0,0,11766.03896,36086.41558
M325_R506_3226,505.5806122,8.43,325.1687352,0,0,0,0,0,0,7101.177489,0,0,0,0,0,0,0,0,0,10421.84416,6560.242424,0,8484.926407,9211.290043,0,0,0,10037.58442,0,0,0,6985.320346,0,0,0,0,0,0,0,0,0,7506.688312,0,0,13372.39827,9696.904762
M325_R640_3225,640.0891113,10.67,325.1693001,9662.160173,16843.22078,13124.12121,7299.467532,8944.030303,9444.766234,14351.7013,17967.56277,9748.480519,0,13043.97403,0,0,10723.27706,16922.68831,26020.87013,99757.99134,21206.12554,19483.93939,17331.90043,20640.98701,9210.320346,22474.48052,11426.09524,31696.71861,23722.25108,15790.74026,20465.77922,15292.48918,55853.11255,60750.05195,18326.97835,65634.74459,37777.14719,9662.160173,24913.37662,28360.4026,32071.19913,12376.03896,17559.99134,13159.92641,7696.974026,215509.0693
M325_R1146_3227,1145.784424,19.1,325.1844753,0,8574.532468,8055.822511,6198.848485,7051.692641,7573.943723,9658.532468,0,0,0,0,0,0,0,0,0,0,0,6011.458874,8321.961039,6593.445887,0,0,0,0,0,0,0,0,6337.580087,0,0,0,0,0,0,0,0,0,0,0,0,40669.61472
M325_R733_3228,732.9474792,12.22,325.1845131,0,703162.8745,0,0,0,0,0,0,0,0,0,0,0,431633.5022,631222.6753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338307.1169,0,0,0,0,0,0,0,0,0
M325_R596_3230,595.5956726,9.93,325.2016602,0,17570.35931,0,7314.900433,9204.926407,0,13272.17316,29560.94805,12839.77056,11476.55411,19786.31602,6218.484848,0,18241.26407,25187.98701,0,11476.22078,6237.709957,6602.861472,6439.575758,17442.03896,0,0,0,0,0,0,0,0,0,10743.48918,0,12802.08658,7760.398268,0,7603.008658,9058.961039,8814.575758,0,0,0,6183.515152,19725.21645
M325_R477_3229,477.0726929,7.95,325.2018143,211988.9957,190115.7879,389218.1429,315587,376602.4589,398908.3983,905354.368,314810.7013,218153.9264,178752.0952,441208.8874,155575.4242,0,6922.415584,9653.735931,182475.6234,913802.8658,231101.8571,156204.2684,163338.7749,181111.8398,237601.1905,623816.5628,270592.8745,947393.5368,894472.1775,690795.5887,870022.4329,622129.2727,889590.7273,616465.5238,278463.7662,622247.4069,866448.8831,211988.9957,502672.2338,600782.29,579318.2165,156807.0779,49457.09091,111943.7532,194953.5844,1307889.74
M325_R518_3232,517.6277466,8.63,325.2103152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22391.22078,0
M325_R621_3231,621.4406433,10.36,325.2246871,0,0,0,10743.29004,12121.93939,13469.25108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14468.06926
M325_R750_3234,750.4135132,12.51,325.2377704,0,7343.376623,0,7651.709957,53670.22944,5819.536797,14460.86147,8385.307359,13141.22078,0,8417.896104,0,0,0,0,0,9766.922078,8969.467532,15048.39827,22036.38961,21166.59307,13693.56277,0,0,5707.428571,12904.51948,12850.88312,12397.78355,12069.87446,12516.58009,37213.10823,0,9622.735931,11885.12554,0,8623.324675,8280.714286,9874.272727,8443.484848,7698.878788,14951.69264,16722.49784,6253.900433
M325_R566_3235,566.1937256,9.44,325.238163,6151.471861,30487.23377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5995.766234,6035.177489,0,0,0,161735.7489,207058.3853,169204.3463,209630.4892,91566.05195,46131.01299,15677.87446,0,14813.41558,20425.19048,6151.471861,16318.30303,20846.53247,21090.4632,0,0,0,0,8616.878788
M325_R990_3233,989.5871887,16.49,325.238863,0,10377.4026,34707.8658,9861.445887,13196.5368,13895.60173,10701.05628,103178.658,84003.98268,70674.46753,49048.00866,18449.46753,58918.52381,108248.1602,129191.5671,14358.60606,22984,0,25941.08658,25756.10823,31716.05628,0,15262.27273,0,5764.38961,0,0,0,0,18986.51948,26224.66234,0,29566.51515,0,0,28942.72727,48701.07359,56996.06926,0,0,0,0,45252.74892
M325_R746_3236,746.3784485,12.44,325.2643297,0,29267.27706,0,0,0,0,8602.714286,8726.731602,5941.965368,0,7026.87013,0,13602.17749,25940.0303,27222.09524,7832.116883,8547.233766,7474.147186,0,0,0,0,16196.62771,7880.852814,17279.69697,18517.72294,11917.60606,10743.60606,13866.0303,9230.203463,11626.57143,0,12592.8961,21903.53247,0,12230.76623,14946.74459,16818.80087,0,7296.679654,6650.121212,0,0
M325_R941_3237,941.3405151,15.69,325.2749602,0,66021.35498,24884.74459,39084.51515,102388.1991,97206.44156,149980.974,36894.21645,8063.376623,14241.4632,15268.24242,8410.558442,7725.5671,8410.056277,10548.42424,11964.20346,21689.32035,12831.62338,59614.69697,87615.36797,85945.97403,43508.43723,20581.22944,11181.48485,31213.87446,46573.81385,33133.14286,39744.38095,44764.94372,21210.03896,9412.965368,8459.398268,8957.753247,0,0,7979.350649,15893.5671,22616.24242,22930.05195,27645.40693,25455.4329,50194.03463,26870.61472
M325_R477_3238,477.0917664,7.95,325.2822269,0,0,0,0,0,0,11355.27273,0,0,0,0,0,0,0,0,0,10310.91342,0,0,0,0,0,0,0,12166.53247,12804.90909,6832.489177,9028.406926,0,9585.792208,6780.064935,0,0,9314.606061,0,0,0,0,0,0,0,0,18352.06494
M325_R622_3239,621.8706055,10.36,325.2901611,0,0,0,29790.18615,30002.11255,33527.09957,0,8311.445887,8010.021645,0,0,0,0,8924.658009,13221.84848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7932.454545,36273.45022
M325_R1133_3240,1133.291199,18.89,325.3121367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8408.376623,7398.619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M325_R746_3242,746.281189,12.44,325.3297102,11882.60606,81164.2987,17403.78355,12742.08225,17683.47619,13980.16883,24852.58009,26091.93074,16615.20346,12025.48485,17857.51948,0,34029.53247,68750.81385,102421.5498,20602.21645,27854.7013,22333.91342,16170.05195,15921.41558,18128.8658,0,40274.25108,20395.55844,40950.25108,41257.4632,32740.99567,28089.61905,34966.68398,24014.25108,28431.66234,0,32697.1645,70148.51082,11882.60606,33153.00866,34296.39394,37823.8355,18405.47619,20311.75325,17700.09957,19120.42424,0
M325_R477_3243,476.7338867,7.95,325.3469849,0,0,0,0,0,0,27404.24675,0,0,0,9610.844156,0,0,0,0,0,27630.35065,0,0,0,0,0,15939.98268,0,29084.84416,27979.07359,19894.99567,25063.06061,17634.09957,26365.31602,17432.82684,0,16203.05195,25937.5671,0,13215.88312,16137.57576,16388.5368,0,0,0,0,47942.79221
M325_R621_3244,621.4026489,10.36,325.3705264,0,0,0,0,7993.203463,13024.2987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11625.00866
