mz,rt,intensity,CCS,Compound,NeutralFormula,CAS,SuperClass,Class,Subclass
179.0498,641,11490,136.4,Methionine Sulfoximine,C5H12N2O3S,15985-39-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
181.0649,919,10480,137,Methionine Sulfoximine,C5H12N2O3S,15985-39-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
203.0457,1313,12728,138.2,Methionine Sulfoximine,C5H12N2O3S,15985-39-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
131.0824,1297,13118,128.7,D-Ornithine,C5H12N2O2,16682-12-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
133.0965,1348,8795,127.9,D-Ornithine,C5H12N2O2,16682-12-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
378.2029,1658,10951,185.2,Val-Tyr-Val,C19H29N3O5,17355-22-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
380.2185,1292,8431,191.3,Val-Tyr-Val,C19H29N3O5,17355-22-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.0312,176,10104,120.1,D-Aspartic Acid,C4H7NO4,1783-96-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
207.9974,350,12366,140.9,O-Phosphoserine,C3H8NO6P,17885-08-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
431.8624,1524,9203,159.4,"3,5-Diiodo-L-tyrosine",C9H9I2NO3,18835-59-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
433.8758,1495,10597,171.4,"3,5-Diiodo-L-tyrosine",C9H9I2NO3,18835-59-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
455.8561,612,9611,165.2,"3,5-Diiodo-L-tyrosine",C9H9I2NO3,18835-59-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
232.0109,211,14939,142.9,Phosphocreatine,C4H10N3O5P,19333-65-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
212.0436,1770,5929,144.8,Phosphocreatine,C4H10N3O5P,19333-65-4,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
187.109,689,7057,145.1,N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
189.1239,569,2881,145.6,N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
211.1044,1387,2007,144.5,N-alpha-Acetyllysine,C8H16N2O3,1946-82-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
206.0826,581,12664,147.1,N-Acetylphenylalanine,C11H13NO3,2018-61-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
230.0782,1323,152,149.6,N-Acetylphenylalanine,C11H13NO3,2018-61-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
154.0156,139,6555,133.4,3-Sulfinoalanine,C3H7NO4S,207121-48-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0868,1700,13600,130.5,L-tert-Leucine,C6H13NO2,20859-02-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,830,10732,133,L-tert-Leucine,C6H13NO2,20859-02-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
100.0403,315,4034,135.6,1-Aminocyclopropanecarboxylate,C4H7NO2,22059-21-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
203.1491,981,5412,144.4,"N,N?-Dimethyl-L-arginine",C8H18N4O2,220805-22-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
225.1312,791,12296,158.1,"N,N?-Dimethyl-L-arginine",C8H18N4O2,220805-22-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
189.9789,688,13683,131.7,Cysteate,C3H7NO5S,23537-25-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
167.9972,1550,13946,123.3,Cysteate,C3H7NO5S,23537-25-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
170.0107,611,5575,140.3,Cysteate,C3H7NO5S,23537-25-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
191.9921,901,2426,148.4,Cysteate,C3H7NO5S,23537-25-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
383.1443,163,14105,183.2,Thyrotropin Releasing Hormone,C16H22N6O4,24305-27-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
361.1633,1505,10609,185.9,Thyrotropin Releasing Hormone,C16H22N6O4,24305-27-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
363.1751,544,9661,179.7,Thyrotropin Releasing Hormone,C16H22N6O4,24305-27-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
385.1569,1654,3825,183,Thyrotropin Releasing Hormone,C16H22N6O4,24305-27-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
412.1525,244,13598,192.3,(S)-Hexyl-glutathione,C16H29N3O6S,24425-56-7,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
390.1706,1601,4141,188.9,(S)-Hexyl-glutathione,C16H29N3O6S,24425-56-7,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
392.1833,162,8165,200.6,(S)-Hexyl-glutathione,C16H29N3O6S,24425-56-7,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
414.1643,1050,7181,201,(S)-Hexyl-glutathione,C16H29N3O6S,24425-56-7,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
301.1512,1255,7814,168,Poly-DL-(alanine)4,C12H22N4O5,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
443.2254,1640,7178,197.6,Poly-DL-(alanine)6,C18H32N6O7,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
514.2625,1545,11263,211.2,Poly-DL-(alanine)7,C21H37N7O8,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
585.2996,1684,8740,223.6,Poly-DL-(alanine)8,C24H42N8O9,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
656.3367,943,447,238.4,Poly-DL-(alanine)9,C27H47N9O10,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
303.1668,1178,850,166,Poly-DL-(alanine)4,C12H22N4O5,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
374.2039,717,7311,180.3,Poly-DL-(alanine)5,C15H27N5O6,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
329.6801,1668,10737,279.7,Poly-DL-(alanine)9,C27H47N9O10,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
445.2411,1673,14615,194,Poly-DL-(alanine)6,C18H32N6O7,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
516.2782,1207,14068,209.7,Poly-DL-(alanine)7,C21H37N7O8,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
587.3153,1133,4898,226.2,Poly-DL-(alanine)8,C24H42N8O9,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
658.3524,1727,11090,239.9,Poly-DL-(alanine)9,C27H47N9O10,25281-63-4,Organic polymers,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0511,1299,8312,124.6,cis-4-Hydroxy-D-proline,C5H9NO3,2584-71-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.0652,674,6026,128.4,cis-4-Hydroxy-D-proline,C5H9NO3,2584-71-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
154.0476,170,3869,130.6,cis-4-Hydroxy-D-proline,C5H9NO3,2584-71-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,640,2222,133,D-tert-Leucine,C6H13NO2,26782-71-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0868,1562,7870,131.4,D-tert-Leucine,C6H13NO2,26782-71-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
263.1032,996,4613,168.6,Phenylacetyl-L-glutamine,C13H16N2O4,28047-15-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
265.1188,1191,528,159.9,Phenylacetyl-L-glutamine,C13H16N2O4,28047-15-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
287.1008,526,12792,170.2,Phenylacetyl-L-glutamine,C13H16N2O4,28047-15-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
118.0515,1424,10983,119.7,allo-Threonine,C4H9NO3,28954-12-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
335.8871,1218,1204,155.1,"3,5-Dibromo-1-tyrosine",C9H9Br2NO3,300-38-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
337.9027,569,14875,167.5,"3,5-Dibromo-1-tyrosine",C9H9Br2NO3,300-38-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
359.8847,670,3608,161.7,"3,5-Dibromo-1-tyrosine",C9H9Br2NO3,300-38-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
232.0595,1706,3669,150.8,3-Methoxytyrosine,C10H13NO4,300-48-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
210.0775,1349,4577,148.2,3-Methoxytyrosine,C10H13NO4,300-48-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
212.0927,1709,13456,153.4,3-Methoxytyrosine,C10H13NO4,300-48-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
234.0734,1169,12891,150.4,3-Methoxytyrosine,C10H13NO4,300-48-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
144.0663,354,12753,131.2,4-Acetamidobutanoate,C6H11NO3,3025-96-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
168.0612,800,4091,135.7,4-Acetamidobutanoate,C6H11NO3,3025-96-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
152.0671,645,13923,138.7,L-Pipecolate,C6H11NO2,3105-95-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
128.0717,1449,2102,128.9,L-Pipecolate,C6H11NO2,3105-95-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0865,1275,13729,127.9,L-Pipecolate,C6H11NO2,3105-95-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
133.0977,1553,741,128.1,L-Ornithine Monohydrochloride,C5H12N2O2,3184-13-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
131.082,1300,13416,136.3,L-Ornithine Monohydrochloride,C5H12N2O2,3184-13-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,189,8213,127.6,D-Isoleucine,C6H13NO2,319-78-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0868,1766,6228,132,D-Isoleucine,C6H13NO2,319-78-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0875,1127,12534,132.2,L-Norleucine,C6H13NO2,327-57-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,141,7042,136.4,L-Norleucine,C6H13NO2,327-57-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,288,14344,127.9,D-Leucine,C6H13NO2,328-38-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0868,689,11024,133.4,D-Leucine,C6H13NO2,328-38-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0874,1390,12174,134.8,DL-Leucine,C6H13NO2,328-39-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.101,1550,4297,131.1,DL-Leucine,C6H13NO2,328-39-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
132.1024,1641,12045,127.9,"N,N-Dimethylglycine Ethyl Ester",C6H13NO2,33229-89-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
170.0909,1277,7240,133.6,1-Methyl-L-histidine,C7H11N3O2,332-80-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
192.0727,640,11132,138.6,1-Methyl-L-histidine,C7H11N3O2,332-80-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
569.0817,1266,1229,215.2,N-CMAmP-6:2FOSA (6:2 FTAB),C15H19F13N2O4S,34455-29-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
651.7956,1181,108,209.3,Liothyronine,C15H12I3NO4,345957-19-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
673.7767,1340,13656,194.5,Liothyronine,C15H12I3NO4,345957-19-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
140.0429,1397,13969,134.4,Guanidinoacetate,C3H7N3O2,352-97-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
118.0609,103,2816,125.4,Guanidinoacetate,C3H7N3O2,352-97-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
156.0661,1451,13479,142.4,Tiglyl Glycine,C7H11NO3,35842-45-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
180.0637,664,2606,145.8,Tiglyl Glycine,C7H11NO3,35842-45-6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
162.0766,741,13448,132.6,N-Methyl-L-glutamate,C6H11NO4,35989-16-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
194.0673,688,6718,136.1,Glucosaminate,C6H13NO6,3646-68-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
196.0826,1452,209,141.8,Glucosaminate,C6H13NO6,3646-68-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
218.0626,1378,5842,146.6,Glucosaminate,C6H13NO6,3646-68-2,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
168.0773,1621,10083,141.1,3-Methyl-L-histidine,C7H11N3O2,368-16-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
170.0929,1408,872,135.7,3-Methyl-L-histidine,C7H11N3O2,368-16-1,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
745.446,900,9466,273.2,IATAIEK (Tryptic Peptide),C33H60N8O11,368444-23-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
767.428,328,5290,270.6,IATAIEK (Tryptic Peptide),C33H60N8O11,368444-23-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
814.5064,1580,7341,289.2,AADALLLK or DIVGAVLK (Tryptic Peptide),C37H67N9O11,368444-24-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
814.5038,1061,12428,276.2,AADALLLK or DIVGAVLK (Tryptic Peptide),C37H67N9O11,368444-24-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
174.0898,551,12132,135.5,Citrulline,C6H13N3O3,372-75-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
176.1028,615,14616,137.7,Citrulline,C6H13N3O3,372-75-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
198.0844,150,7205,139.2,Citrulline,C6H13N3O3,372-75-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
173.0562,720,10697,137.4,N-alpha-Acetyl-L-asparagine,C6H10N2O4,4033-40-3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
128.0352,481,636,124.6,Oxoproline,C5H7NO3,4042-36-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
130.0488,666,11446,130.4,Oxoproline,C5H7NO3,4042-36-8,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
205.9836,499,10227,135.3,Phosphoserine,C3H8NO6P,407-41-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
184.0022,1208,6939,127.8,Phosphoserine,C3H8NO6P,407-41-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
176.0392,1477,9941,136.3,N-Formyl-L-methionine,C6H11NO3S,4289-98-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
200.0354,682,3331,145.5,N-Formyl-L-methionine,C6H11NO3S,4289-98-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
1053.5733,734,4231,312.9,VIFLENYR (Tryptic Peptide),C50H76N12O13,436128-46-0,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
136.0427,361,2932,130.2,Homocysteine,C4H9NO2S,454-29-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
156.0105,1186,1150,127.9,Homocysteine,C4H9NO2S,454-29-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
134.029,969,9361,143.8,Homocysteine,C4H9NO2S,454-29-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
136.0413,1656,5116,130.2,Homocysteine,C4H9NO2S,454-29-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
756.4732,1438,2145,274,LNQLLR (Tryptic Peptide),C33H61N11O9,455942-47-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
1159.6111,1256,5742,343.8,IGSEVYHNLK (Tryptic Peptide),C52H82N14O16,455942-51-5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
1416.7222,714,4737,381.9,GNPTVEVELTTEK (Tryptic Peptide),C60H101N15O24,455942-55-9,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
